ACC,MIhat,Purity,P,R,F,RI,omega,lambda,r,p,time,iter
0.4476,0.3399,0.4524,0.3003,0.3346,0.3166,0.1995,0.00100,0.0010,10.0,0.1,0.13,3,bw 
0.2000,0.0263,0.2000,0.1490,0.5343,0.2330,0.0204,0.00100,0.0261,10.0,1.0,0.82,30,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,0.0261,10.0,0.9,1.15,40,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,0.0261,10.0,0.8,1.02,38,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,0.0261,10.0,0.7,1.05,39,bw 
0.2857,0.1666,0.2857,0.2067,0.7412,0.3232,0.1356,0.00100,0.0261,10.0,0.6,1.65,63,bw 
0.2857,0.2875,0.2857,0.2532,0.9080,0.3960,0.2286,0.00100,0.0261,10.0,0.5,1.58,60,bw 
0.6238,0.6164,0.6238,0.4778,0.6667,0.5566,0.4711,0.00100,0.0261,10.0,0.4,1.18,44,bw 
0.6524,0.6134,0.6524,0.5251,0.7599,0.6210,0.5466,0.00100,0.0261,10.0,0.3,1.31,44,bw 
0.7667,0.7127,0.7667,0.6249,0.7836,0.6953,0.6397,0.00100,0.0261,10.0,0.2,1.54,58,bw 
0.7810,0.6878,0.7810,0.6116,0.6657,0.6375,0.5762,0.00100,0.0261,10.0,0.1,1.43,52,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,0.0100,10.0,1.0,0.80,29,bw 
0.2714,0.1715,0.2714,0.1767,0.8670,0.2936,0.0820,0.00100,0.0100,10.0,0.9,1.32,50,bw 
0.2048,0.0678,0.2048,0.1445,0.9195,0.2498,0.0131,0.00100,0.0100,10.0,0.8,1.31,49,bw 
0.5429,0.5757,0.5714,0.4592,0.5823,0.5135,0.4241,0.00100,0.0100,10.0,0.7,1.05,38,bw 
0.5333,0.4743,0.5333,0.3773,0.7015,0.4906,0.3785,0.00100,0.0100,10.0,0.6,1.18,44,bw 
0.6095,0.5816,0.6095,0.4830,0.6998,0.5715,0.4874,0.00100,0.0100,10.0,0.5,1.09,40,bw 
0.6952,0.6147,0.6952,0.4919,0.6617,0.5643,0.4819,0.00100,0.0100,10.0,0.4,1.05,40,bw 
0.6714,0.6613,0.6714,0.5535,0.6739,0.6078,0.5373,0.00100,0.0100,10.0,0.3,0.84,31,bw 
0.5571,0.4274,0.5571,0.3710,0.4447,0.4045,0.2983,0.00100,0.0100,10.0,0.2,0.79,29,bw 
0.5667,0.3937,0.5667,0.3502,0.3885,0.3684,0.2604,0.00100,0.0100,10.0,0.1,0.50,17,bw 
0.1762,0.0078,0.1762,0.1389,0.5823,0.2242,0.0002,0.00100,0.1000,10.0,1.0,1.45,55,bw 
0.1857,0.0200,0.1857,0.1404,0.7491,0.2364,0.0036,0.00100,0.1000,10.0,0.9,1.45,54,bw 
0.1571,0.0035,0.1571,0.1383,0.8164,0.2365,-0.0010,0.00100,0.1000,10.0,0.8,1.33,50,bw 
0.1762,0.0052,0.1762,0.1376,0.5264,0.2182,-0.0023,0.00100,0.1000,10.0,0.7,1.43,51,bw 
0.1476,0.0048,0.1476,0.1388,0.9905,0.2434,0.0000,0.00100,0.1000,10.0,0.6,1.28,48,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,0.1000,10.0,0.5,0.59,20,bw 
0.2524,0.1376,0.2524,0.1810,0.7695,0.2931,0.0882,0.00100,0.1000,10.0,0.4,1.79,68,bw 
0.2857,0.2045,0.2952,0.1773,0.7317,0.2855,0.0800,0.00100,0.1000,10.0,0.3,1.48,55,bw 
0.3524,0.3183,0.3524,0.2691,0.7241,0.3924,0.2383,0.00100,0.1000,10.0,0.2,1.82,69,bw 
0.5857,0.5822,0.5857,0.4461,0.7034,0.5459,0.4531,0.00100,0.1000,10.0,0.1,1.49,57,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,1.0000,10.0,1.0,2.05,76,bw 
0.1619,0.0026,0.1619,0.1374,0.6443,0.2264,-0.0030,0.00100,1.0000,10.0,0.9,2.01,76,bw 
0.1810,0.0184,0.1810,0.1376,0.5031,0.2160,-0.0024,0.00100,1.0000,10.0,0.8,2.11,78,bw 
0.2095,0.0241,0.2095,0.1442,0.3448,0.2034,0.0095,0.00100,1.0000,10.0,0.7,2.13,80,bw 
0.2190,0.0303,0.2190,0.1509,0.5412,0.2360,0.0242,0.00100,1.0000,10.0,0.6,1.44,53,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,1.0000,10.0,0.5,1.50,56,bw 
0.2857,0.2001,0.2857,0.2185,0.7957,0.3429,0.1600,0.00100,1.0000,10.0,0.4,1.94,73,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,1.0000,10.0,0.3,1.53,58,bw 
0.2952,0.1815,0.2952,0.2015,0.6345,0.3059,0.1207,0.00100,1.0000,10.0,0.2,2.02,77,bw 
0.2571,0.1393,0.2571,0.1832,0.7484,0.2943,0.0919,0.00100,1.0000,10.0,0.1,2.18,85,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,5.0000,10.0,1.0,2.45,92,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,5.0000,10.0,0.9,2.45,92,bw 
